"","FID","FID_allNY_","Field1","X","Species","Date","Month","Day","Year","Week","Lat","Long","Method","FID_allNY1","FID_allNY_10km","Id","Shape_Leng","Shape_Area","FID_","Deciduous","bobcat","fisher","duplicate"
"1271",1270,2754,87158,107762,"Canis latrans","10/18/01",10,18,2001,41,42.70473,-73.8479,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1272",1271,2638,87002,107606,"Canis latrans","10/8/03",10,8,2003,40,42.70474,-73.93925,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1277",1276,2777,87182,107786,"Canis latrans","6/28/01",6,28,2001,25,42.70497,-73.83991,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1278",1277,2564,86927,107531,"Canis latrans","6/11/03",6,11,2003,23,42.70498,-73.94646,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1279",1278,2555,86918,107522,"Canis latrans","5/21/03",5,21,2003,20,42.705,-73.95463,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1280",1279,2623,86987,107591,"Canis latrans","4/25/03",4,25,2003,16,42.70503,-73.93823,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1283",1282,2689,87060,107664,"Canis latrans","10/14/03",10,14,2003,40,42.70508,-73.90367,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1286",1285,2607,86970,107574,"Canis latrans","12/4/03",12,4,2003,48,42.70515,-73.95174,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1287",1286,2687,87056,107660,"Canis latrans","10/4/02",10,4,2002,39,42.70517,-73.90354,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1298",1297,2636,87000,107604,"Canis latrans","9/30/03",9,30,2003,38,42.70538,-73.94238,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1303",1302,2706,87077,107681,"Canis latrans","5/9/01",5,9,2001,18,42.7055,-73.88196,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1306",1305,2683,87051,107655,"Canis latrans","6/19/01",6,19,2001,24,42.70563,-73.89946,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1309",1308,2684,87052,107656,"Canis latrans","6/27/01",6,27,2001,25,42.70573,-73.90314,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1312",1311,2672,87040,107644,"Canis latrans","12/4/03",12,4,2003,48,42.70576,-73.90749,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1314",1313,2699,87070,107674,"Canis latrans","4/11/01",4,11,2001,14,42.70582,-73.8918,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1316",1315,2678,87046,107650,"Canis latrans","6/7/01",6,7,2001,22,42.70589,-73.89677,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1318",1317,2569,86932,107536,"Canis latrans","8/15/03",8,15,2003,32,42.70595,-73.95469,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1320",1319,2747,87151,107755,"Canis latrans","9/5/01",9,5,2001,35,42.70596,-73.84691,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1322",1321,2562,86925,107529,"Canis latrans","6/4/03",6,4,2003,22,42.70604,-73.94587,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1326",1325,2696,87067,107671,"Canis latrans","12/10/03",12,10,2003,49,42.7061,-73.90415,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1328",1327,2675,87043,107647,"Canis latrans","5/22/01",5,22,2001,20,42.70627,-73.90133,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1329",1328,2567,86930,107534,"Canis latrans","8/9/03",8,9,2003,31,42.70628,-73.94951,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1330",1329,2576,86939,107543,"Canis latrans","9/4/03",9,4,2003,35,42.70628,-73.94747,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1331",1330,2582,86945,107549,"Canis latrans","9/23/03",9,23,2003,37,42.70629,-73.94956,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1334",1333,2792,87197,107801,"Canis latrans","10/10/03",10,10,2003,40,42.70644,-73.84473,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1335",1334,2563,86926,107530,"Canis latrans","6/10/03",6,10,2003,22,42.70648,-73.94788,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1336",1335,2621,86985,107589,"Canis latrans","3/5/03",3,5,2003,9,42.70654,-73.93706,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1340",1339,2620,86984,107588,"Canis latrans","2/14/03",2,14,2003,6,42.70667,-73.93222,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1341",1340,2617,86981,107585,"Canis latrans","1/22/03",1,22,2003,3,42.70674,-73.93402,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1342",1341,626,3021,3021,"Canis latrans","5/27/22",5,27,2022,20,42.706813,-73.8767,"GBIF",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1344",1343,2737,87139,107743,"Canis latrans","9/27/02",9,27,2002,38,42.70692,-73.85944,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1346",1345,2692,87063,107667,"Canis latrans","12/2/03",12,2,2003,47,42.70695,-73.90593,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1351",1350,2757,87161,107765,"Canis latrans","9/19/02",9,19,2002,37,42.70704,-73.84884,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1359",1358,2546,86909,107513,"Canis latrans","4/10/03",4,10,2003,14,42.70737,-73.94653,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1361",1360,2718,87106,107710,"Canis latrans","6/12/01",6,12,2001,23,42.70746,-73.87606,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1363",1362,647,3054,3054,"Canis latrans","2/1/01",2,1,2001,4,42.7075,-75.18806,"GBIF",3765,3766,0,12649.111,10000000.57,3766,73.23141487,0.085717118,0.674526368,FALSE
"1364",1363,652,3059,3059,"Canis latrans","1/1/01",1,1,2001,0,42.7075,-75.18806,"GBIF",3765,3766,0,12649.111,10000000.57,3766,73.23141487,0.085717118,0.674526368,FALSE
"1368",1367,2544,86907,107511,"Canis latrans","3/31/03",3,31,2003,12,42.70771,-73.94479,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1371",1370,2595,86958,107562,"Canis latrans","11/7/03",11,7,2003,44,42.70783,-73.94765,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1372",1371,2612,86975,107579,"Canis latrans","12/12/03",12,12,2003,49,42.70784,-73.95268,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1373",1372,2701,87072,107676,"Canis latrans","4/26/01",4,26,2001,16,42.7079,-73.89369,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1376",1375,2759,87164,107768,"Canis latrans","7/8/03",7,8,2003,26,42.70796,-73.84839,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1377",1376,2753,87157,107761,"Canis latrans","10/9/01",10,9,2001,40,42.708,-73.85537,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1378",1377,2673,87041,107645,"Canis latrans","4/7/01",4,7,2001,13,42.70802,-73.89664,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1379",1378,2729,87131,107735,"Canis latrans","9/26/01",9,26,2001,38,42.70802,-73.85919,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1383",1382,2702,87073,107677,"Canis latrans","4/30/01",4,30,2001,17,42.70816,-73.88975,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1385",1384,2616,86980,107584,"Canis latrans","11/7/02",11,7,2002,44,42.70824,-73.93838,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1392",1391,2542,86905,107509,"Canis latrans","11/7/02",11,7,2002,44,42.70845,-73.9481,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1398",1397,2625,86989,107593,"Canis latrans","5/27/03",5,27,2003,20,42.7086,-73.94053,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1399",1398,2552,86915,107519,"Canis latrans","5/7/03",5,7,2003,18,42.7087,-73.94414,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1401",1400,2548,86911,107515,"Canis latrans","4/17/03",4,17,2003,15,42.70873,-73.94925,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1404",1403,2669,87034,107638,"Canis latrans","7/18/01",7,18,2001,28,42.70877,-73.91529,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1405",1404,2714,87085,107689,"Canis latrans","7/11/01",7,11,2001,27,42.70879,-73.88647,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1407",1406,2776,87181,107785,"Canis latrans","10/1/03",10,1,2003,39,42.70881,-73.84543,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1415",1414,2758,87163,107767,"Canis latrans","6/5/03",6,5,2003,22,42.70903,-73.84998,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1416",1415,2550,86913,107517,"Canis latrans","4/24/03",4,24,2003,16,42.70912,-73.9477,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1424",1423,2738,87140,107744,"Canis latrans","10/4/02",10,4,2002,39,42.70951,-73.8596,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1426",1425,2553,86916,107520,"Canis latrans","5/16/03",5,16,2003,19,42.70955,-73.94808,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1429",1428,2782,87187,107791,"Canis latrans","11/27/02",11,27,2002,47,42.70965,-73.84326,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1434",1433,2605,86968,107572,"Canis latrans","12/2/03",12,2,2003,47,42.70987,-73.94549,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1435",1434,2744,87148,107752,"Canis latrans","7/27/01",7,27,2001,29,42.70995,-73.85384,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1436",1435,2545,86908,107512,"Canis latrans","4/1/03",4,1,2003,12,42.71,-73.94719,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1442",1441,2767,87172,107776,"Canis latrans","8/29/03",8,29,2003,34,42.71028,-73.84752,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1444",1443,2736,87138,107742,"Canis latrans","8/9/02",8,9,2002,31,42.71035,-73.85999,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1445",1444,2574,86937,107541,"Canis latrans","9/2/03",9,2,2003,34,42.71037,-73.952,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1450",1449,2791,87196,107800,"Canis latrans","9/26/03",9,26,2003,38,42.71073,-73.84487,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1454",1453,2726,87128,107732,"Canis latrans","8/20/01",8,20,2001,33,42.71092,-73.85919,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1456",1455,2741,87145,107749,"Canis latrans","6/15/01",6,15,2001,23,42.71098,-73.85354,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1457",1456,2539,86902,107506,"Canis latrans","6/6/02",6,6,2002,22,42.71099,-73.98051,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1463",1462,2637,87001,107605,"Canis latrans","10/7/03",10,7,2003,39,42.71112,-73.94231,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1466",1465,2615,86979,107583,"Canis latrans","11/4/02",11,4,2002,43,42.71118,-73.93642,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5070,5071,0,12649.1108,10000000.25,5071,98.06037713,0.13469807,0.973658604,FALSE
"1471",1470,2719,87121,107725,"Canis latrans","6/7/01",6,7,2001,22,42.7115,-73.86075,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1478",1477,2735,87137,107741,"Canis latrans","2/6/02",2,6,2002,5,42.71161,-73.86086,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1479",1478,2734,87136,107740,"Canis latrans","1/29/02",1,29,2002,4,42.71163,-73.86141,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1482",1481,2723,87125,107729,"Canis latrans","7/17/01",7,17,2001,28,42.71177,-73.85939,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1483",1482,2739,87142,107746,"Canis latrans","5/29/03",5,29,2003,21,42.7118,-73.86069,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1486",1485,2578,86941,107545,"Canis latrans","9/12/03",9,12,2003,36,42.71187,-73.95118,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1487",1486,2745,87149,107753,"Canis latrans","8/7/01",8,7,2001,31,42.71187,-73.85422,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1490",1489,2763,87168,107772,"Canis latrans","7/24/03",7,24,2003,29,42.71196,-73.84553,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1500",1499,2399,86752,107356,"Canis latrans","7/4/01",7,4,2001,26,42.71267,-73.86021,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1502",1501,2586,86949,107553,"Canis latrans","10/10/03",10,10,2003,40,42.71273,-73.94868,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1503",1502,2414,86767,107371,"Canis latrans","11/13/01",11,13,2001,45,42.71273,-73.85929,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1512",1511,2533,86896,107500,"Canis latrans","10/30/01",10,30,2001,43,42.71291,-73.83929,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1513",1512,675,3091,3091,"Canis latrans","12/30/03",12,30,2003,51,42.712955,-73.878361,"GBIF",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1514",1513,678,3094,3094,"Canis latrans","2/15/02",2,15,2002,6,42.712955,-73.878361,"GBIF",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1515",1514,679,3101,3101,"Canis latrans","5/19/03",5,19,2003,19,42.712955,-73.878361,"GBIF",2149,2150,0,12649.1108,10000000.25,2150,74.02410505,0.097834478,0.896000926,FALSE
"1525",1524,2397,86750,107354,"Canis latrans","6/20/01",6,20,2001,24,42.71304,-73.8619,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1526",1525,2450,86806,107410,"Canis latrans","5/25/01",5,25,2001,20,42.71305,-73.85635,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1530",1529,2459,86815,107419,"Canis latrans","8/17/01",8,17,2001,32,42.71331,-73.85249,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1531",1530,2353,86643,107247,"Canis latrans","10/24/03",10,24,2003,42,42.71332,-73.95055,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1538",1537,2338,86627,107231,"Canis latrans","4/10/03",4,10,2003,14,42.71353,-73.94882,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1547",1546,2387,86740,107344,"Canis latrans","5/18/01",5,18,2001,19,42.71409,-73.85888,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1551",1550,2489,86845,107449,"Canis latrans","5/21/02",5,21,2002,20,42.71422,-73.85395,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1558",1557,2504,86867,107471,"Canis latrans","7/23/03",7,23,2003,29,42.71442,-73.84872,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",443,444,0,12649.1106,9999999.937,444,54.14642921,0.044971856,0.530386952,FALSE
"1560",1559,2407,86760,107364,"Canis latrans","8/30/01",8,30,2001,34,42.71449,-73.85845,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",443,444,0,12649.1106,9999999.937,444,54.14642921,0.044971856,0.530386952,FALSE
"1561",1560,2392,86745,107349,"Canis latrans","6/1/01",6,1,2001,21,42.7145,-73.85999,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",4215,4216,0,12649.1108,10000000.25,4216,57.72460118,0.046446867,0.543045121,FALSE
"1563",1562,2427,86783,107387,"Canis latrans","11/1/02",11,1,2002,43,42.71454,-73.86022,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",443,444,0,12649.1106,9999999.937,444,54.14642921,0.044971856,0.530386952,FALSE
"1565",1564,2390,86743,107347,"Canis latrans","5/30/01",5,30,2001,21,42.71472,-73.86028,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",443,444,0,12649.1106,9999999.937,444,54.14642921,0.044971856,0.530386952,FALSE
"1566",1565,2417,86770,107374,"Canis latrans","11/19/01",11,19,2001,46,42.71473,-73.85863,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",443,444,0,12649.1106,9999999.937,444,54.14642921,0.044971856,0.530386952,FALSE
"1567",1566,2378,86719,107323,"Canis latrans","7/5/01",7,5,2001,26,42.71491,-73.88125,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",5697,5698,0,12649.1106,9999999.937,5698,106.0142712,0.284124604,0.972907977,FALSE
"1569",1568,2503,86866,107470,"Canis latrans","7/18/03",7,18,2003,28,42.71494,-73.85604,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",443,444,0,12649.1106,9999999.937,444,54.14642921,0.044971856,0.530386952,FALSE
"1570",1569,2410,86763,107367,"Canis latrans","10/9/01",10,9,2001,40,42.71495,-73.85728,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",443,444,0,12649.1106,9999999.937,444,54.14642921,0.044971856,0.530386952,FALSE
"1571",1570,2340,86629,107233,"Canis latrans","8/26/03",8,26,2003,33,42.71498,-73.95138,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",9773,9774,0,12649.1108,10000000.25,9774,70.86968253,0.066683596,0.780330299,FALSE
"1573",1572,2443,86799,107403,"Canis latrans","9/24/03",9,24,2003,38,42.71501,-73.86312,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",443,444,0,12649.1106,9999999.937,444,54.14642921,0.044971856,0.530386952,FALSE
"1574",1573,2465,86821,107425,"Canis latrans","9/19/01",9,19,2001,37,42.71509,-73.85043,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",443,444,0,12649.1106,9999999.937,444,54.14642921,0.044971856,0.530386952,FALSE
"1575",1574,2436,86792,107396,"Canis latrans","8/13/03",8,13,2003,32,42.71513,-73.85799,"Suburban coyotes and other carnivorespaste: Radio or GPS transmitter; movebank.org",443,444,0,12649.1106,9999999.937,444,54.14642921,0.044971856,0.530386952,FALSE
