FID,plot_id,Open.Water,Developed.Open,Developed.Low,Developed.Mid,Developed.High,Barren,Deciduous,Coniferous,Mixed,Scrub,Grassland,Pasture,Cultivated.Crops,Woody.Wetlands,Herbaceus.Wetlands,road_density,elevation,forest_edge,X,Y,random,PO_join_count_truncated
8842,8843,0.677726823,0.003147199,0.00062944,8.99E-05,0,0,0.065641579,0.135239637,0.051524144,0.001888319,0.002697599,0.00026976,0,0.060066541,0.00107904,0.338001728,540.378418,26.07679166,527753.6692,4854650.625,0.818538186,0
8843,8844,9.04E-05,0.436516549,0.217580033,0.098209441,0.038162416,0.000723458,0.148761078,0.000452161,0.009404956,0.001356484,0.004883342,0.005516368,0,0.038343281,0,2.878733158,154.0457153,80.09284379,575195.6492,4551080.127,0.313417177,2
8844,8845,0.002337709,0.029940658,0.012497752,0.00476533,0.000179824,0.000989031,0.524995504,0.024276209,0.086405323,0.016453875,0.002697357,0.258586585,0.033806869,0.002067973,0,1.818894029,286.789856,55.77534017,499293.1703,4769269.128,0.386920105,0
8845,8846,8.99E-05,0.058453237,0.038938849,0.035791367,0.010881295,8.99E-05,0.34955036,0.010881295,0.009442446,0.011600719,0.029406475,0.238039568,0.195053957,0.00971223,0.002068345,1.511198878,448.1592407,62.44004796,448696.7277,4750295.462,0.504689482,0
8846,8847,0.019604317,0.045323741,0.004856115,0.002158273,0.00044964,0.002607914,0.425899281,0.095323741,0.039118705,0.01942446,0.019694245,0.061330935,0.056834532,0.191456835,0.015917266,1.129901648,184.1365204,89.02877698,420236.2288,4819865.571,0.71392263,0
8847,8848,0.00488971,0.010648702,0.044985331,0.022818646,0.002716505,0.000325981,0.057807237,0.006302293,0.002933826,0.003368467,0.002933826,0.679995654,0.141149625,0.014343149,0.00478105,0.591508687,92.30233765,28.36031729,398213.0533,4889185.551,0.022127321,0
8848,8849,0.000179921,0.038593019,0.001619288,0.000269881,0,0.000359842,0.522670025,0.039402663,0.28013674,0.003058654,0.003238575,0.086362001,0,0.022040302,0.00206909,1.328231335,390.7909241,48.0388629,436047.6171,4699699.02,0.448933637,1
8849,8850,0.246964655,0.000269808,0,0,0,0.000269808,0.502922925,0.10522529,0.086248763,0.007194892,0.002788021,0,0,0.047216476,0.000899361,0.554848373,500.5422363,35.28494769,549889.6129,4892597.957,0.455597716,0
8850,8851,0.001529602,0.04480835,0.025553356,0.009087637,0.003958971,0.012686701,0.310779197,0.005758503,0.151070722,0.009627497,0.001979485,0.298542379,0.072071261,0.044088537,0.008457801,1.617700338,385.897522,68.74212705,353828.3979,4690212.187,0.415897924,2
8851,8852,0,0.034709109,0.004495999,0.00053952,0,0,0.43611186,0.107814045,0.166981387,0.006474238,0.005395198,0.178760903,0,0.054491503,0.004226239,1.472727299,564.8352661,52.93288973,521429.1139,4709185.853,0.563298202,0
8852,8853,0.004047127,0.034625416,0.004226999,0.00233834,8.99E-05,0.007734508,0.420451479,0.088587103,0.112240309,0.003777318,0.000269808,0.135533771,0.007015019,0.167461103,0.011601763,1.439383745,531.446106,96.14173937,445534.45,4712348.13,0.044429685,0
8853,8854,0.000539617,0.041820308,0.004316935,0.002877957,0.000359745,0.009623168,0.467128339,0.062595557,0.074287256,0.012411188,0.017357676,0.115478011,0.06673262,0.093173847,0.031297779,0.811295033,201.3438568,57.10945229,483481.782,4914733.901,0.984336187,0
8854,8855,0.004137435,0.104695089,0.045601727,0.00827487,0.00062961,0.000809498,0.679708581,0,0.012862026,0.014481022,0.009803922,0.059633028,0,0.055405648,0.003957546,2.639656544,193.680603,102.2965761,562538.7235,4573207.913,0.744534773,2
8855,8856,0.006835762,0.076002878,0.287281885,0.513851412,0.104605145,0,0,8.99E-05,8.99E-05,0,8.99E-05,0,0,0.010703364,0.000449721,9.074417114,7.660108089,0.179888469,622621.9991,4503637.805,0.595540129,9
8856,8857,0.018343674,0.023199353,0.048736624,0.019242874,0.002607679,0.00071936,0.319125978,0.043071666,0.167790666,0.001618559,0.007013758,0.138566676,0.095854689,0.097832929,0.016275515,1.518382072,382.196228,41.21332015,489806.3373,4696536.742,0.656464691,2
8857,8858,0.003956835,0.041366906,0.001258993,0.000629496,0,0.000809353,0.703866906,0.092625899,0.023471223,0.006654676,0.016097122,0.019604317,0.005665468,0.08192446,0.002068345,1.022215128,376.5492249,70.38369305,455021.2831,4807216.46,0.219718359,0
8858,8859,0.057379261,0,0,0,0,0,0.562190845,0.093173847,0.15981653,0.000269808,0.001528914,0,0,0.117546542,0.008094253,0.475454658,548.9661865,41.55049915,534078.2245,4785080.517,0.841672438,0
8859,8860,0.000270003,0.065700657,0.217622176,0.261542615,0.106201062,0.04797048,0.124471245,0.046260463,0.03303033,0.02700027,0.060660607,0.006570066,0.002250023,0,0.000450005,5.442975044,24.36356926,37.4103741,673218.4416,4519449.193,0.437218312,0
8860,8861,0.003334234,0.045958367,0.006037668,0.00243309,9.01E-05,0.000180229,0.694061458,0.015049112,0.092277192,0.00324412,0.00162206,0.079751284,0.048932144,0.005767325,0.001261602,1.20390892,546.0042725,51.15496681,202039.0703,4683887.632,0.973519545,1
8861,8862,0.010160957,0.055300782,0.03165183,0.007463358,0.00026976,0.00143872,0.158169229,0.114018524,0.257350958,0.005664958,0.009891197,0.298444384,0.045949105,0.004136319,8.99E-05,1.590741992,315.6360474,72.92509666,553051.8905,4721834.963,0.790108244,0
8862,8863,9.00E-05,0.044652503,0.002160605,0.000540151,9.00E-05,9.00E-05,0.513053655,0.017104789,0.223532589,0.002340655,0.001080302,0.189863162,0.005401512,0,0,1.686750412,519.324707,45.10262874,322205.6213,4683887.632,0.42676336,0
8863,8864,0.004766187,0.041366906,0.004316547,0.000719424,0,0,0.572482014,0.109352518,0.104496403,0.004406475,0.001438849,0.12544964,0,0.028147482,0.003057554,1.407414675,552.366272,58.42326139,439209.8947,4740808.629,0.396236489,0
8864,8865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509094536,28.85700035,0,631998.0005,4930475.721,0.579667803,0
8865,8866,0.053431681,0.033912027,0.016461276,0.006746424,0.001439237,0.000539714,0.816677161,0.000179905,0.006116758,0,0.004497616,0.001709094,0,0.057299631,0.000989476,3.31278944,263.0779114,46.44538395,578350.1118,4576370.191,0.273139583,1
8866,8867,8.99E-05,0.025544163,0.028332434,0.006206152,0.00062961,0.000179888,0.093362115,0.001439108,0.013041914,0.001439108,0.00062961,0.423007735,0.370390358,0.03291959,0.002788271,1.546157002,376.1229248,37.80655993,353828.3979,4718672.686,0.539346664,0
8867,8868,0.008273381,0.054496403,0.029586331,0.007733813,0.002967626,0.000629496,0.198381295,0.030035971,0.052338129,0.008453237,0.00881295,0.259892086,0.308273381,0.029136691,0.000989209,1.801992416,193.6947784,63.00959233,451859.0054,4766106.851,0.867458942,0
8868,8869,0.000539908,0.061009628,0.005489067,0.002159633,0.000359939,0,0.350490417,0.003329434,0.05282102,0.004139296,0.001079816,0.198146315,0.219922613,0.100422928,9.00E-05,1.076984882,111.4689865,68.77830769,328530.1767,4791405.072,0.118598739,0
8869,8870,0.000899361,0,0,0,0,0,0.005036424,0.920406511,0.04433852,0.025361993,0.000269808,0,0,0.003597446,8.99E-05,0.392677367,930.8123779,20.92514315,568863.2788,4892597.957,0.566675669,0
8870,8871,0.021827365,0.076666366,0.050599802,0.025615586,0.007576441,0.002074502,0.121223054,0.005682331,0.031207721,0.000721566,0.003968612,0.082168305,0.022548931,0.491205917,0.056913502,1.454026461,382.1919556,57.18408947,154604.9053,4664913.966,0.684348548,1
8871,8872,0.044051701,0.106040623,0.071221314,0.019783698,0.005275653,0.000263783,0.327618043,0.040622527,0.085201794,0.025850699,0.01398048,0.074386705,0,0.132418887,0.053284094,0.6985147,83.38395691,123.7140596,417578.0028,4908463.662,0.689748901,1
8872,8873,0,0.044386423,0.003061133,0.0005402,0,0.000630233,0.401548573,0.009183398,0.081120014,0.008733231,0.001710633,0.435671198,0.012964797,0.000450167,0,0.920586228,569.394165,75.65799346,287420.567,4658589.41,0.580767179,1
8873,8874,0.00035968,0.025447352,0.005485118,0.0004496,0.00017984,0,0.355903246,0.104936606,0.377394119,0.013308156,0.008182717,0.09387645,0,0.010520637,0.003956479,1.433949709,534.2373047,45.40958547,470832.6713,4680725.354,0.282111437,2
8874,8875,0.001798561,0.015107914,0,0,0,0,0.532823741,0.16897482,0.159892086,0,0.00044964,0,0,0.116546763,0.004406475,0.285765916,618.7316895,37.85971223,581512.3895,4870462.013,0.003850372,0
8875,8876,0.00062961,0.001978773,0,8.99E-05,0,0,0.904479223,0.029141932,0.031210649,0.005576543,0.003867602,0.001259219,0,0.01933801,0.002428494,0.700053036,628.3011475,13.46165377,584674.6672,4816703.293,0.472189203,0
8876,8877,0.001440403,0.062117393,0.074810947,0.046453007,0.010803025,0,0.225693194,9.00E-05,0.046362982,0.000630176,0.003240907,0.204807346,0.266204537,0.057256032,9.00E-05,2.936222792,86.61276245,74.81094707,277933.7341,4794567.35,0.031341486,0
8877,8878,0.003507825,0.027522936,0.018618457,0.005846375,0.00062961,0,0.28143551,0.002428494,0.010793308,0.002158662,0.002068717,0.584637525,0.018618457,0.035707861,0.006026264,1.389103174,130.6180267,69.55687474,439209.8947,4892597.957,0.489964198,0
8878,8879,0.001709248,0.049028427,0.0086362,0.001349406,0,9.00E-05,0.458438287,0.038323138,0.043540842,0.028967254,0.003418496,0.098236776,0.010975171,0.248920475,0.008366319,1.51530385,128.7940369,83.87309584,394938.0075,4810378.738,0.670751502,8
8879,8880,0.020027064,0.047451511,0.045557059,0.029860171,0.016057736,0.002796572,0.449977447,0,0.098691926,0.010193956,0.00270636,0.071447903,0.050067659,0.140369869,0.014794768,1.238300085,189.202301,89.40009021,164091.7383,4721834.963,0.269630161,0
8880,8881,0.015918698,0.029139311,0.003057829,0.000899361,8.99E-05,0.008723806,0.401744761,0.119345265,0.385286447,0.01142189,0.006835147,0.005845849,0,0.011691699,0,1.686360598,399.5603333,45.50768954,530915.9469,4604830.69,0.321391541,0
8881,8882,0.000809353,0.029586331,0.00368705,0.000269784,0,8.99E-05,0.825539568,0.010521583,0.112140288,0.000629496,0.004586331,0.009802158,0,0.002158273,0.000179856,0.960635483,596.9851074,28.53717026,483481.782,4664913.966,0.686145955,0
8882,8883,0.016549739,0.016100018,8.99E-05,0,0,0.00062961,0.769293038,0.005576543,0.027882713,0.041194459,0.002518439,0.000719554,0,0.113599568,0.005846375,0.812722206,315.5522461,76.90232056,499293.1703,4921058.456,0.589936911,0
8883,8884,0.000179921,0.04525009,0.007646635,0.001169485,0.000179921,0,0.572688017,0.030856423,0.080874415,0.018621806,0.000809644,0.121986326,0.102644836,0.017092479,0,1.44362998,408.2805176,64.32169845,388613.4522,4731321.796,0.194664776,0
8884,8885,0.007915093,0.067278287,0.037506746,0.012592193,0.000719554,8.99E-05,0.781075733,0.000449721,0.011602806,0.00701565,0.006655873,0.013041914,0,0.053426875,0.00062961,3.143746853,227.3007355,69.04719074,575187.8341,4557396.525,0.017124227,12
8885,8886,0.000809571,0.053881443,0.011064136,0.00503733,0.000179905,0,0.357020779,0.3384906,0.121615544,0.01430242,0.002518665,0.012503373,0,0.074750382,0.007825852,0.57752043,507.668335,76.60939702,578350.1118,4829352.404,0.37464448,0
8886,8887,0.000630006,0.081360814,0.037530375,0.013410134,0.003240032,9.00E-05,0.266582666,0.017370174,0.196561966,0.006660067,0.002520025,0.194401944,0.134641346,0.036450365,0.008550086,1.613927841,447.3922119,60.57060571,312718.7883,4709185.853,0.400436579,1
8887,8888,0.000349081,0.371189202,0.150453805,0.050383989,0.021526646,0,0.303700256,0.00011636,0.011403305,0.000232721,0.001512683,0.046776821,0,0.042006051,0.000349081,2.883625031,125.9520874,114.9639283,578538.8389,4548216.134,0.959299568,2
8888,8889,0,0.031935948,0.01943145,0.003688377,0.000719683,0,0.174973012,0.005757467,0.002518892,0.004947823,0,0.110651313,0.521320619,0.119557395,0.004498021,1.397774458,421.4325256,43.27096078,379126.6192,4728159.519,0.780003709,0
8889,8890,0.003333033,0.026754346,0.011620575,0.002972705,0.000540492,0,0.215566165,0.034141068,0.04287902,0.003152869,0.000540492,0.122781731,0.450950365,0.077920908,0.00684623,1.380960703,548.4080811,55.22025043,236824.1245,4724997.241,0.64942926,0
8890,8891,0.050269784,0.047931655,0.051978417,0.038938849,0.007733813,0,0.318615108,0.012320144,0.016546763,0.022032374,0.005395683,0.202697842,0.166906475,0.052517986,0.006115108,1.505388021,143.9344635,74.16067146,527753.6692,4759782.295,0.52313458,0
8891,8892,0.006476567,0.017090942,0.002158856,0.001799047,0.000179905,0.000449762,0.61626338,0.05649006,0.025366556,0.103175317,0.039489071,0.016821085,0,0.105244221,0.008995233,0.649364829,294.8266296,98.52778028,496130.8926,4911571.623,0.589837088,1
8892,8893,0.3125,0,0,0,0,0,0,0,0,0.6875,0,0,0,0,0,0,78.61005402,0,390138.2906,4878423.791,0.044242668,0
8893,8894,9.16E-05,0.001557918,0.026484604,0.191898827,0.777767595,9.16E-05,0,0,0,0.001924487,0.000183284,0,0,0,0,6.602387428,4.341060638,0,587823.0259,4494173.225,0.893750849,12
8894,8895,0.015046401,0.049824308,0.006216776,0.000900982,0,0,0.62059645,0.0854131,0.080097306,0.009910803,0.003243535,0.119740517,0,0.006847464,0.002162357,1.244431853,590.5340576,70.24656876,221012.7362,4696536.742,0.945241138,5
8895,8896,0.015686982,0.181211684,0.221240534,0.154886405,0.147764154,0.012711864,0.065001803,0,0.017129463,0.005048684,0.015777137,0.036152182,0.019563649,0.101514605,0.006310855,5.451148033,215.5238037,36.18223344,198876.7926,4762944.573,0.152934786,5
8896,8897,0.002697842,0.05557554,0.0125,0.000719424,0,0.00044964,0.366636691,0.099100719,0.420053957,0.001528777,0,0.007823741,0,0.027607914,0.005305755,0.971167743,324.2504272,56.59472422,518266.8363,4589019.302,0.906790266,0
8897,8898,0.001079622,0.019793072,0.018893387,0.014574899,0.001349528,0.004408457,0.222672065,0.301934323,0.338011696,0.006387764,0.000539811,0.00845704,0,0.057669816,0.00422852,0.886349976,263.4729919,45.88394062,616297.4438,4895760.235,0.789723542,1
8898,8899,0.002428931,0.04956819,0.016012954,0.005307665,0.000179921,0.003598417,0.160489385,0.321878374,0.307034905,0.000629723,0.004048219,0.037693415,0,0.086811803,0.0043181,0.557643294,398.9724121,50.79764903,597323.7778,4895760.235,0.577080305,3
8899,8900,0.003060582,0.028355388,0.006481231,0.001890359,0.000360068,0,0.250697633,0,0.025924926,0.004950941,0.001260239,0.221712125,0.208389594,0.24457647,0.002340445,2.929043293,109.6118393,72.85384223,271609.1788,4791405.072,0.322886382,0
8900,8901,0.000719424,0.040377698,0.006115108,0.00044964,0,0.000269784,0.354136691,0.053507194,0.323830935,0.00323741,0.001169065,0.189748201,0.001438849,0.018884892,0.006115108,1.416785002,430.3375854,52.84772182,442372.1724,4683887.632,0.618470049,0
8901,8902,0.001618851,0.036693947,0.018167101,0.004047127,0.001888659,0,0.548610487,0.034355608,0.163413976,0.002877957,0.002428276,0.176274845,0,0.007554636,0.002068531,1.31266737,553.3322754,48.98522049,473994.949,4674400.799,0.529574098,0
8902,8903,0.000360166,0.0545651,0.043399964,0.017558077,0.001440663,0.016567621,0.096254277,0.454529083,0.140374572,0.005222402,0.009454349,0.119845129,0.005042319,0.034936071,0.000450207,0.705647707,265.1790161,89.50117054,619459.7214,4879948.846,0.798893998,0
8903,8904,0,0.0299153,0.015318075,0.002973509,0,0.000180213,0.550639755,0.006938187,0.068570914,0.00099117,0.003514147,0.254189944,0.063615066,0.003153721,0,1.184322,531.4970093,49.91890431,214688.1809,4690212.187,0.18994488,0
8904,8905,0.0044172,0.046696115,0.042278915,0.009645723,0.003786171,9.01E-05,0.060578743,0.000991616,0.003696025,0,0.000811322,0.203641936,0.533219147,0.08807356,0.00207338,2.575900078,191.9494019,14.0028246,189389.9596,4785080.517,0.378830087,9
8905,8906,0.610501708,0.031289336,0.016094228,0.004585506,8.99E-05,0.003236828,0.100521489,0.063208056,0.002337709,0.003506564,0.007103039,0.00188815,0,0.135407301,0.020230174,0.937254786,34.64493179,25.17532818,625784.2767,4933707.567,0.975264593,2
8906,8907,0.000539568,0.042535971,0.011510791,0.003866906,8.99E-05,0,0.327338129,0.019514388,0.049100719,0.003776978,0.003327338,0.356384892,0.135521583,0.042266187,0.004226619,1.315011859,400.6748657,50.02997602,477157.2266,4734484.074,0.599147336,0
8907,8908,0.001438849,0,0,0,0,0,0.548651079,0.047571942,0.190467626,0.004946043,8.99E-05,0,0,0.205395683,0.001438849,0.21681717,535.5230713,36.54076739,511942.2809,4876786.569,0.258704624,0
8908,8909,0.000449681,0,0,0,0,0,0.720748269,0.101627844,0.150553107,0,0.000179872,0,0,0.023743142,0.002698084,0.572684109,626.4216919,10.10282699,590999.2225,4860975.181,0.23711228,0
8909,8910,0.003238284,0.017180894,0.000179905,9.00E-05,0,0.000179905,0.511109112,0.151119906,0.239812899,0.006386615,0.001439237,0,0,0.058379059,0.010884231,0.272458464,628.6340332,37.77997661,578350.1118,4876786.569,0.108145872,0
8910,8911,0,0.015111991,0.044976163,0.201763066,0.738148781,0,0,0,0,0,0,0,0,0,0,12.03764248,8.269979477,0,597323.7778,4503637.805,0.791822951,12
8911,8912,0.002161189,0.04565511,0.003421882,0.002431337,0,0,0.52579919,0.149031968,0.208014408,0.004052229,0.004862674,0.050157587,0,0.004412427,0,1.441609263,608.088562,44.48446646,262122.3458,4677563.076,0.365562452,42
8912,8913,0.003419726,0.058945284,0.019708423,0.007559395,0.000269978,0,0.131389489,0,0.005219582,0.000269978,0.001169906,0.12724982,0.43637509,0.174226062,0.034197264,1.754283905,133.0627136,35.93712503,353828.3979,4759782.295,0.913415061,12
8913,8914,0.011972275,0.114591772,0.139706544,0.089837069,0.044288415,0.008551625,0.139436493,0.002250428,0.020433882,0.002070393,0.001980376,0.117742371,0.19731749,0.091457377,0.018363489,1.943965197,138.9483643,43.71830648,328530.1767,4769269.128,0.817819275,0
8914,8915,0.000899523,0.040568499,0.01664118,0.004677521,0.000899523,0.057839345,0.35513178,0.007466043,0.012413421,0.020599082,0.009804803,0.161374472,0.231807142,0.07618962,0.003688045,2.67292738,231.0686798,51.45273005,388613.4522,4762944.573,0.240316142,1
8915,8916,0.001888319,0.047118065,0.006114558,0.001978239,8.99E-05,0,0.62422444,0.06177502,0.098552288,0.004046399,0.022749753,0.110871325,0.008362557,0.011509756,0.00071936,1.012896657,389.7950439,60.81587387,502455.4479,4785080.517,0.439912158,0
8916,8917,0.027802771,0.043188771,0.054705776,0.118319237,0.04399856,0.002429368,0.306100414,0.095915062,0.041119309,0.002609322,0.002339392,0.101043729,0.025283426,0.100773799,0.034371064,0.698521316,77.86630249,22.58412813,628946.5544,4823027.849,0.933568788,2
8917,8918,0.006834532,0.002697842,0.000899281,0,0,0,0.539208633,0.072482014,0.002517986,0.001528777,0.008723022,0.000269784,0,0.325899281,0.038938849,0.928489685,599.2763062,85.70143885,455021.2831,4835676.959,0.119005327,0
8918,8919,0.014304993,0.062618084,0.018893387,0.003328835,9.00E-05,0,0.354925776,0.181916329,0.183985605,0.000989654,0.000359874,0.079442195,0.004138552,0.081331534,0.013675214,1.962649584,193.3352814,88.1991303,590999.2225,4693374.464,0.695246319,0
8919,8920,0.002608148,0.029049375,0.004406871,0.000989298,0.000179872,0,0.580447882,0.207302815,0.051533411,0.005845849,0.006385466,0.001259106,0,0.105495098,0.004496807,1.059449911,384.6069336,57.07947357,546727.3352,4955843.51,0.143376016,0
8920,8921,0.000179856,0.158723022,0.195593525,0.109352518,0.024640288,0.000359712,0.287679856,0.01852518,0.068884892,0.010701439,0.023471223,0.054316547,0.035341727,0.011600719,0.000629496,2.628697872,195.4130859,77.63788969,483481.782,4769269.128,0.12606403,3
8921,8922,0.032910709,0.073824296,0.034619189,0.008902077,0.002697599,0.00017984,0.451398256,0.002427839,0.022030393,0.003057279,0.007283518,0.194137218,0,0.161046668,0.005485118,2.260728359,239.6203461,109.0429518,540402.7798,4589019.302,0.238758197,0
8922,8923,0.000179872,0.032377012,0.004856552,0.000899361,8.99E-05,0,0.483226909,0.025002248,0.220793237,0.023473334,0.006835147,0.198668945,0.002518212,0.001079234,0,1.441694379,536.9511719,64.69406721,492968.615,4690212.187,0.932055988,0
8923,8924,0.003057004,0.024096386,0.000449559,0.000179824,0,0,0.765240065,0.023916562,0.050440568,0.004046035,0.000449559,0.000539471,0,0.123538932,0.004046035,0.343887538,549.1307983,44.86603129,546727.3352,4823027.849,0.948124313,9
8924,8925,0.26294964,0.004226619,0.001708633,0.001258993,8.99E-05,8.99E-05,0.322302158,0.143794964,0.083992806,0.000359712,0.004316547,0.000269784,0,0.173830935,0.000809353,0.422506511,538.083374,45.17386091,546727.3352,4816703.293,0.220652698,0
8925,8926,0.000539957,0.032937365,0.013138949,0.004589633,0.000359971,0,0.095392369,0,0.002789777,0,0.000269978,0.020158387,0.713462923,0.112850972,0.003509719,1.93222785,277.3026733,30.687545,322205.6213,4747133.185,0.550641853,0
8926,8927,0.01214138,0.037503373,0.002608148,0.000449681,0,0,0.676139941,0.040561202,0.105764907,0.002608148,0.006385466,0.072848278,0.006655275,0.035165033,0.00116917,1.472934723,509.7037048,50.12441167,470832.6713,4747133.185,0.925603295,0
8927,8928,0.002071512,0.046654057,0.022786634,0.010988021,0.002611907,0,0.107268306,0.001170855,0.009907232,0.002701972,0.000180131,0.058002342,0.438169864,0.231288841,0.066198325,1.490374327,301.6495361,27.89035996,249473.2351,4747133.185,0.454137878,0
8928,8929,0.019602554,0.00026976,0,0,0,0,0.547522705,0.210772413,0.168060426,0.007463358,0.00107904,0,0,0.043521266,0.001708479,0.402670234,658.468689,27.12585799,540402.7798,4857812.903,0.964078968,0
8929,8930,0.001079428,0.010524422,0.001259333,0.000269857,0,0,0.615183953,0.282450301,0.067734101,0.002788522,0.000179905,0,0,0.018440227,9.00E-05,0.342637569,553.9372559,19.42970226,572025.5564,4826190.126,0.03379671,0
8930,8931,0.003777658,0.051448102,0.021136895,0.006655873,0.000359777,0.001798885,0.141482281,0.088325238,0.230347185,0.00827487,0.034268753,0.294207591,0.021946393,0.08517719,0.010793308,1.882112265,378.1144104,86.94609342,572025.5564,4724997.241,0.686007205,11
8931,8932,0.000809498,0.058643641,0.043443065,0.025004497,0.003777658,0,0.498201115,0.028062601,0.038765965,0.005936319,0.0093542,0.26443605,0.009534089,0.014031301,0,2.107575893,157.1764832,81.36955088,606810.6107,4626966.634,0.308966353,23
8932,8933,0.001798723,0.011152082,0,0,0,8.99E-05,0.379440597,0.195611116,0.086068891,0.023473334,0.003597446,0.000269808,0,0.282939113,0.015558953,1.04566288,277.6719666,66.13304554,461345.8384,4873624.291,0.212769957,0
8933,8934,0.048745391,0,0,0,0,0,0.355697455,0.432502923,0.063135174,0.028869503,0.004406871,0,0,0.060077345,0.006565339,0.472671926,546.0385742,40.11152082,553051.8905,4854650.625,0.230432581,0
8934,8935,0,0.036970406,0.002068903,0.000269857,0,0.000179905,0.185571647,0.51722587,0.19186831,0.008995233,0.00152919,0.002158856,0,0.05298192,0.000179905,2.084323168,317.2651978,47.25495487,600486.0554,4794567.35,0.503689953,1
8935,8936,0.015377698,0.000179856,0,0,0,0,0.696492806,0.053417266,0.076708633,0.007913669,0.000719424,0,0,0.134802158,0.014388489,0.494389772,526.6583862,33.27338129,553051.8905,4892597.957,0.901090353,0
8936,8937,0,0.021996616,0.007614213,0.003384095,0,0,0.61928934,0,0.014382403,0,0,0.304568528,0,0.027918782,0.000846024,0.532279372,494.113739,27.35476593,119970.4941,4659997.692,0.576031223,0
8937,8938,0.000179921,0.028157611,0.064411659,0.013404102,0.00440806,0.000629723,0.051907161,0.123605614,0.026358402,0.005757467,0.019161569,0.149424253,0.218513854,0.281396186,0.012684419,0.727655768,61.08116913,49.74811083,622621.9991,4977979.454,0.009601119,1
8938,8939,0.000180034,0.047168962,0.030245747,0.01584301,0.002700513,0.000450086,0.16563147,0.001620308,0.012782429,0.005220992,0.000270051,0.130614817,0.44810514,0.12431362,0.014852822,3.230464935,156.3295898,54.76040448,309556.5107,4775593.684,0.139452116,0
8939,8940,0.000854062,0.013558236,0.021244796,0.004697342,0.000427031,0,0.166648874,0.200918117,0.054232945,0.006512224,0.006298708,0.332977474,0.037365218,0.09319953,0.061065443,0.539333165,61.50110626,65.30016725,632341.6118,4829269.79,0.163234583,2
8940,8941,0,0.047237718,0.030682023,0.008367824,0.00026993,0.00053986,0.158358827,0.143782617,0.106352348,0.005668526,0.003958971,0.301241677,0.12857657,0.058124888,0.006838222,1.929466963,89.45371246,84.12812669,616297.4438,4804054.183,0.794883746,0
8941,8942,0.03976966,0.029062444,0.028252654,0.00926759,0.004678784,0.001349649,0.093755624,0.043818607,0.098164477,0,0.001259672,0.19299982,0.209015656,0.230700018,0.017905345,2.461606503,83.17223358,55.96544898,606810.6107,4769269.128,0.016416359,1
8942,8943,0,0.026715841,0.023027795,0.006746424,0.000719619,0,0.126293065,0.016551228,0.011873707,0.051632635,0.002878474,0.525141675,0.1392462,0.059098678,0.01007466,1.398187876,114.4565964,47.76468472,417073.9511,4883111.124,0.129259912,1
8943,8944,0.000449681,0.03336631,0.001438978,0.000719489,8.99E-05,0,0.497706628,0.10639446,0.097490782,0.011691699,0.008184189,0.17942261,0.037053692,0.022484036,0.00350751,1.358948946,494.4428711,47.36636988,477157.2266,4743970.907,0.42305827,0
8944,8945,0.000269906,0.037516869,0.010076473,0.000989654,0,0,0.475483581,0.039586145,0.275843455,0.007377418,0.00242915,0.081241565,0,0.058389564,0.010796221,1.75241375,435.6972351,50.47233468,382288.8968,4687049.909,0.044506206,1
8945,8946,0.187859712,0.050809353,0.010431655,0.001169065,0,0.008273381,0.323471223,0.064748201,0.221582734,0.004856115,0.003597122,0.093345324,0,0.028057554,0.001798561,1.734349489,471.1127625,68.10551559,527753.6692,4630128.911,0.241775644,0
8946,8947,0.000809207,0.030210394,0.01240784,0.002607445,0.000179824,0.000629383,0.11247977,0.011958281,0.105916202,0.002337709,0.002697357,0.612929329,0.035065636,0.055835281,0.013936342,1.539540529,252.4857025,50.38062699,537240.5022,4743970.907,0.072527121,0
8947,8948,0.001708633,0.029946043,0.010431655,0.001438849,8.99E-05,0,0.333902878,0.098561151,0.284172662,0.003327338,0.004946043,0.143794964,0.022122302,0.061600719,0.003956835,1.378127813,436.3139954,50.6294964,477157.2266,4709185.853,0.358303751,27
8948,8949,0.000179937,0.011336032,0.006927575,0.002609087,0.000269906,0,0.616104363,0.175528565,0.062798021,0.001619433,0.001529465,0.073504274,0.025730994,0.021502474,0.000359874,0.870701909,339.1990662,25.01124606,638433.3873,4769269.128,0.404646248,0
8949,8950,0.032937365,0.227771778,0.236321094,0.130399568,0.037077034,0.000179986,0.060655148,0.000449964,0.01637869,0.004769618,0.002699784,0.104301656,0.13336933,0.011699064,0.000989921,2.046671152,241.0892944,28.79769618,312718.7883,4750295.462,0.708557897,14
8950,8951,0.030845324,0.000179856,0,0,0,0,0.737410072,0.004946043,0.022751799,0.000719424,0.000629496,0,0,0.197841727,0.004676259,0.590308011,501.6895142,63.57913669,489806.3373,4835676.959,0.276107368,0
8951,8952,0.015578568,0.039711842,0.019270599,0.004592526,0.000450248,9.00E-05,0.071049077,0.001260693,0.00756416,0.000450248,0,0.094011706,0.355875732,0.366321477,0.023773075,1.821834922,186.3033447,28.7558157,252635.5128,4775593.684,0.19934877,0
8952,8953,0.010735228,0.037347767,0.001533604,0.00090212,9.02E-05,0,0.632927379,0.104555706,0.090663058,0.005232296,0.003518268,0.029409111,0,0.072440235,0.010645016,1.278917313,526.7028198,55.42023756,126144.4064,4671238.521,0.840035603,0
