"","X","FID","Field1","Species","Method","latitude","longitude","Month","Day","Week","Year","Date","Time","source","FID_allNY1","FID_allNY_10km","duplicate"
"440",706,1480,0,"Ursus arctos","iSeeMammals",41.27635,-74.14891,9,9,35,2018,"9/9/2018","15:26:07.755Z","camera",5790,5791,FALSE
"456",725,1034,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,29,38,2017,"9/29/2017","12:00:47.000Z","hike",5837,5838,FALSE
"457",729,1059,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,1,39,2017,"10/1/2017","22:55:04.000Z","one-off",5837,5838,FALSE
"458",730,2476,0,"Ursus arctos","iSeeMammals",42.40325,-76.9945,3,8,9,2018,"3/8/2018","23:28:35.472Z","one-off",5847,5848,FALSE
"460",732,1497,0,"Ursus arctos","iSeeMammals",41.2876,-74.0765,6,8,22,2017,"6/8/2017","01:57:38.000Z","one-off",5867,5868,FALSE
"461",734,1456,0,"Ursus arctos","iSeeMammals",41.2695,-74.0642,7,10,27,2018,"7/10/2018","13:39:44.000Z","one-off",5867,5868,FALSE
"462",740,1466,0,"Ursus arctos","iSeeMammals",41.2695,-74.0642,7,30,30,2018,"7/30/2018","11:55:00.000Z","one-off",5867,5868,FALSE
"463",743,1472,0,"Ursus arctos","iSeeMammals",41.27292,-74.04458,7,21,28,2018,"7/21/2018","12:24:09.000Z","one-off",5867,5868,FALSE
"464",747,1462,0,"Ursus arctos","iSeeMammals",41.2695,-74.0642,8,7,31,2018,"8/7/2018","01:49:00.000Z","one-off",5867,5868,FALSE
"465",753,2062,0,"Ursus arctos","iSeeMammals",41.93855,-74.70489,6,2,21,2017,"6/2/2017","15:11:45.069Z","one-off",5870,5871,FALSE
"466",754,2048,0,"Ursus arctos","iSeeMammals",41.91172,-74.55396,7,23,29,2017,"7/23/2017","20:18:58.139Z","one-off",5870,5871,FALSE
"467",755,2061,0,"Ursus arctos","iSeeMammals",41.93672,-74.70572,8,3,30,2017,"8/3/2017","15:58:49.534Z","one-off",5870,5871,FALSE
"468",756,2125,0,"Ursus arctos","iSeeMammals",42.02622,-74.02539,9,26,38,2017,"9/26/2017","16:48:15.435Z","one-off",5870,5871,FALSE
"470",758,2437,0,"Ursus arctos","iSeeMammals",42.34045,-74.12101,8,20,33,2017,"8/20/2017","22:47:47.000Z"," ",5871,5872,FALSE
"472",760,1587,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,4,23,16,2017,"4/23/2017","16:30:26.000Z","one-off",5873,5874,FALSE
"473",761,1580,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,5,1,17,2017,"5/1/2017","18:33:14.000Z","one-off",5916,5917,FALSE
"474",762,1224,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,2,15,6,2018,"2/15/2018","22:33:30.000Z"," ",5925,5926,FALSE
"475",763,1324,0,"Ursus arctos","iSeeMammals",41.25694,-74.12256,8,18,32,2017,"8/18/2017","22:30:48.000Z"," ",5943,5944,FALSE
"476",764,1401,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,7,22,2018,"6/7/2018","22:56:48.000Z","one-off",5966,5967,FALSE
"477",765,1239,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,4,28,16,2018,"4/28/2018","22:09:38.000Z"," ",6030,6031,FALSE
"478",766,1241,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,5,2,17,2018,"5/2/2018","20:21:48.000Z"," ",6030,6031,FALSE
"479",767,1351,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,5,15,19,2018,"5/15/2018","14:54:29.000Z","camera",6055,6056,FALSE
"480",769,1362,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,5,31,21,2018,"5/31/2018","03:20:55.000Z","camera",6055,6056,FALSE
"481",772,489,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,23,16,2018,"4/23/2018","10:09:25.000Z","one-off",6146,6147,FALSE
"482",773,1341,0,"Ursus arctos","iSeeMammals",41.25694,-74.12256,9,2,34,2017,"9/2/2017","19:56:16.000Z"," ",6174,6175,FALSE
"483",774,1347,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,5,15,19,2018,"5/15/2018","13:34:53.000Z"," ",6174,6175,FALSE
"484",775,1238,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,4,28,16,2018,"4/28/2018","22:09:53.000Z"," ",6216,6217,FALSE
"485",776,1316,0,"Ursus arctos","iSeeMammals",41.25692,-74.12264,10,14,40,2017,"10/14/2017","12:23:48.000Z"," ",6296,6297,FALSE
"486",777,1333,0,"Ursus arctos","iSeeMammals",41.25694,-74.12256,8,29,34,2017,"8/29/2017","10:37:11.000Z","one-off",6296,6297,FALSE
"487",778,1265,0,"Ursus arctos","iSeeMammals",41.25665,-74.12158,8,27,34,2017,"8/27/2017","15:47:29.622Z"," ",6310,6311,FALSE
"488",779,212,0,"Ursus arctos","iSeeMammals",41.18626,-74.0907,9,8,35,2018,"9/8/2018","14:57:54.659Z","one-off",6334,6335,FALSE
"489",780,1507,0,"Ursus arctos","iSeeMammals",41.2877,-74.07795,4,5,13,2018,"4/5/2018","22:55:07.000Z"," ",6366,6367,FALSE
"490",783,1451,0,"Ursus arctos","iSeeMammals",41.26946,-74.10405,6,13,23,2018,"6/13/2018","19:15:51.000Z","one-off",6366,6367,FALSE
"491",784,1666,0,"Ursus arctos","iSeeMammals",41.33134,-74.06852,5,5,17,2018,"5/5/2018","23:42:42.000Z","one-off",6380,6381,FALSE
"492",785,2448,0,"Ursus arctos","iSeeMammals",42.35324,-76.69895,7,28,29,2017,"7/28/2017","18:33:12.018Z","one-off",6392,6393,FALSE
"494",787,403,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,3,28,12,2018,"3/28/2018","01:36:45.000Z","one-off",6401,6402,FALSE
"495",788,1424,0,"Ursus arctos","iSeeMammals",41.26662,-74.11006,6,2,21,2018,"6/2/2018","10:59:38.000Z","one-off",6484,6485,FALSE
"496",789,1359,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,5,27,20,2018,"5/27/2018","21:27:30.000Z","one-off",6528,6529,FALSE
"497",790,1223,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,2,15,6,2018,"2/15/2018","22:33:33.000Z","one-off",6552,6553,FALSE
"498",791,1225,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,2,15,6,2018,"2/15/2018","22:32:55.000Z","one-off",6628,6629,FALSE
"499",792,2478,0,"Ursus arctos","iSeeMammals",42.41047,-79.31628,9,6,35,2017,"9/6/2017","17:47:47.553Z","one-off",6631,6632,FALSE
"500",793,2541,0,"Ursus arctos","iSeeMammals",42.52782,-73.49879,1,1,0,2018,"1/1/2018","21:30:00.000Z","one-off",6631,6632,FALSE
"501",794,2562,0,"Ursus arctos","iSeeMammals",42.55893,-74.75084,7,4,26,2018,"7/4/2018","15:57:38.000Z","one-off",6631,6632,FALSE
"502",795,2501,0,"Ursus arctos","iSeeMammals",42.44696,-76.99877,11,19,46,2018,"11/19/2018","11:42:00.000Z","one-off",6631,6632,FALSE
"503",796,2055,0,"Ursus arctos","iSeeMammals",41.92423,-74.15131,11,17,45,2018,"11/17/2018","12:34:00.000Z","one-off",6668,6669,FALSE
"505",798,1795,0,"Ursus arctos","iSeeMammals",41.60226,-74.17845,10,24,42,2018,"10/24/2018","06:13:00.000Z","one-off",6718,6719,FALSE
"506",799,1417,0,"Ursus arctos","iSeeMammals",41.26556,-74.0747,10,1,39,2017,"10/1/2017","14:24:18.811Z","camera",6756,6757,FALSE
"507",800,1536,0,"Ursus arctos","iSeeMammals",41.28779,-74.09286,12,17,50,2017,"12/17/2017","17:14:54.893Z","camera",6756,6757,FALSE
"508",801,1605,0,"Ursus arctos","iSeeMammals",41.29778,-74.08926,4,28,16,2018,"4/28/2018","14:43:00.155Z","camera",6756,6757,FALSE
"509",802,696,0,"Ursus arctos","iSeeMammals",41.20556,-74.07427,4,17,15,2017,"4/17/2017","23:46:53.000Z","one-off",6822,6823,FALSE
"510",803,847,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,15,36,2017,"9/15/2017","13:19:02.000Z"," ",6828,6829,FALSE
"511",804,563,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,11,4,43,2017,"11/4/2017","23:41:00.000Z"," ",6895,6896,FALSE
"512",805,1157,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,5,24,20,2018,"5/24/2018","01:48:36.000Z","one-off",6910,6911,FALSE
"513",806,1396,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,2,21,2018,"6/2/2018","15:00:37.000Z","one-off",6918,6919,FALSE
"514",807,1301,0,"Ursus arctos","iSeeMammals",41.25692,-74.12264,9,2,34,2017,"9/2/2017","19:55:50.000Z","one-off",6921,6922,FALSE
"516",809,1642,0,"Ursus arctos","iSeeMammals",41.30887,-74.07767,5,14,19,2017,"5/14/2017","14:04:27.101Z","one-off",6992,6993,FALSE
"517",811,1929,0,"Ursus arctos","iSeeMammals",41.80688,-74.40895,6,26,25,2017,"6/26/2017","23:20:51.361Z","one-off",6992,6993,FALSE
"518",812,1643,0,"Ursus arctos","iSeeMammals",41.30974,-74.07809,8,26,33,2017,"8/26/2017","14:03:21.351Z","one-off",6992,6993,FALSE
"519",813,1937,0,"Ursus arctos","iSeeMammals",41.80728,-74.41252,9,3,35,2018,"9/3/2018","17:23:50.419Z","one-off",6999,7000,FALSE
"520",814,1233,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,4,21,15,2018,"4/21/2018","11:08:23.000Z","one-off",7006,7007,FALSE
"521",815,671,0,"Ursus arctos","iSeeMammals",41.20556,-74.07427,4,27,16,2017,"4/27/2017","23:42:54.000Z"," ",7013,7014,FALSE
"522",816,120,0,"Ursus arctos","iSeeMammals",41.17475,-74.10774,9,18,37,2017,"9/18/2017","12:01:21.000Z"," ",7064,7065,FALSE
"523",818,1392,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,5,31,21,2018,"5/31/2018","03:20:52.000Z","one-off",7115,7116,FALSE
"524",820,1390,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,9,22,2018,"6/9/2018","11:56:45.000Z","one-off",7115,7116,FALSE
"525",823,995,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,20,37,2017,"9/20/2017","20:37:49.000Z"," ",7180,7181,FALSE
"526",826,850,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,15,36,2017,"9/15/2017","18:24:43.000Z","hike",7205,7206,FALSE
"527",831,855,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,18,37,2017,"9/18/2017","16:08:56.000Z","hike",7205,7206,FALSE
"528",850,883,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,24,38,2017,"9/24/2017","17:27:28.000Z","hike",7205,7206,FALSE
"529",861,903,0,"Ursus arctos","iSeeMammals",41.21277,-74.11895,4,26,16,2018,"4/26/2018","13:20:15.000Z","hike",7205,7206,FALSE
"530",867,914,0,"Ursus arctos","iSeeMammals",41.21277,-74.11895,5,1,17,2018,"5/1/2018","23:49:57.000Z","hike",7205,7206,FALSE
"531",877,448,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:50:03.000Z","one-off",7273,7274,FALSE
"532",878,1303,0,"Ursus arctos","iSeeMammals",41.25692,-74.12264,8,31,34,2017,"8/31/2017","22:14:02.000Z","one-off",7277,7278,FALSE
"533",881,500,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,8,18,2018,"5/8/2018","04:26:00.000Z","one-off",7278,7279,FALSE
"534",882,1262,0,"Ursus arctos","iSeeMammals",41.25468,-74.12293,8,13,32,2017,"8/13/2017","14:34:03.080Z","one-off",7314,7315,FALSE
"535",883,588,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,9,4,35,2018,"9/4/2018","23:03:09.000Z","one-off",7326,7327,FALSE
"536",884,1151,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,10,3,39,2017,"10/3/2017","22:19:15.000Z"," ",7388,7389,FALSE
"537",885,1170,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,9,17,37,2018,"9/17/2018","12:45:56.000Z"," ",7388,7389,FALSE
"538",886,2549,0,"Ursus arctos","iSeeMammals",42.54973,-73.41135,11,13,45,2017,"11/13/2017","18:01:48.818Z","camera",7424,7425,FALSE
"539",887,1009,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,20,37,2017,"9/20/2017","23:35:27.000Z","one-off",7446,7447,FALSE
"540",891,1809,0,"Ursus arctos","iSeeMammals",41.65572,-74.61614,9,5,35,2017,"9/5/2017","16:29:49.404Z","one-off",7474,7475,FALSE
"541",892,1961,0,"Ursus arctos","iSeeMammals",41.80868,-74.41283,8,1,30,2018,"8/1/2018","00:13:36.410Z","one-off",7474,7475,FALSE
"543",894,2740,0,"Ursus arctos","iSeeMammals",43.78369,-75.82687,6,23,24,2016,"6/23/2016","19:53:00.000Z","camera",7567,7568,FALSE
"544",895,2741,0,"Ursus arctos","iSeeMammals",43.78398,-75.82765,9,11,36,2016,"9/11/2016","13:26:00.000Z","camera",7567,7568,FALSE
"545",896,2774,0,"Ursus arctos","iSeeMammals",44.18337,-74.82514,7,1,25,2017,"7/1/2017","18:00:27.000Z","camera",7567,7568,FALSE
"546",897,2789,0,"Ursus arctos","iSeeMammals",44.24557,-74.26801,8,8,31,2017,"8/8/2017","20:10:51.000Z","camera",7567,7568,FALSE
"547",899,1640,0,"Ursus arctos","iSeeMammals",41.30654,-74.08291,8,26,33,2017,"8/26/2017","14:44:30.994Z","camera",7567,7568,FALSE
"548",900,2743,0,"Ursus arctos","iSeeMammals",43.79517,-75.77404,9,24,38,2017,"9/24/2017","21:19:00.000Z","camera",7567,7568,FALSE
"549",902,2831,0,"Ursus arctos","iSeeMammals",44.86129,-74.69071,9,23,37,2017,"9/23/2017","19:40:00.000Z","camera",7567,7568,FALSE
"550",903,609,0,"Ursus arctos","iSeeMammals",41.19428,-74.17506,9,2,34,2017,"9/2/2017","17:42:16.979Z","camera",7567,7568,FALSE
"551",904,1647,0,"Ursus arctos","iSeeMammals",41.31148,-74.08528,9,10,36,2017,"9/10/2017","14:13:11.378Z","camera",7567,7568,FALSE
"552",905,18,0,"Ursus arctos","iSeeMammals",41.16507,-74.13233,3,30,12,2018,"3/30/2018","22:42:25.000Z","camera",7567,7568,FALSE
"553",919,32,0,"Ursus arctos","iSeeMammals",41.16507,-74.13233,4,6,13,2018,"4/6/2018","22:34:23.000Z","camera",7567,7568,FALSE
"554",925,42,0,"Ursus arctos","iSeeMammals",41.16507,-74.13233,4,10,14,2018,"4/10/2018","19:58:50.000Z","camera",7567,7568,FALSE
"555",926,43,0,"Ursus arctos","iSeeMammals",41.16507,-74.13233,4,20,15,2018,"4/20/2018","23:49:14.000Z","camera",7567,7568,FALSE
"556",935,2749,0,"Ursus arctos","iSeeMammals",43.82873,-75.79017,5,11,18,2018,"5/11/2018","17:30:14.000Z","camera",7567,7568,FALSE
"557",936,67,0,"Ursus arctos","iSeeMammals",41.16507,-74.13233,5,5,17,2018,"5/5/2018","00:53:27.000Z","camera",7567,7568,FALSE
"558",944,2793,0,"Ursus arctos","iSeeMammals",44.27058,-73.99419,6,28,25,2018,"6/28/2018","05:00:49.000Z","camera",7567,7568,FALSE
"559",945,2739,0,"Ursus arctos","iSeeMammals",43.78259,-74.75865,7,8,26,2018,"7/8/2018","23:59:00.000Z","camera",7567,7568,FALSE
"560",946,2765,0,"Ursus arctos","iSeeMammals",44.10044,-75.36573,7,29,29,2018,"7/29/2018","19:00:00.000Z","camera",7567,7568,FALSE
"561",947,2779,0,"Ursus arctos","iSeeMammals",44.19176,-73.78525,7,22,28,2018,"7/22/2018","02:30:49.000Z","camera",7567,7568,FALSE
"562",951,2744,0,"Ursus arctos","iSeeMammals",43.7974,-75.77356,8,2,30,2018,"8/2/2018","16:15:38.000Z","camera",7567,7568,FALSE
"563",952,2792,0,"Ursus arctos","iSeeMammals",44.27057,-73.99414,8,9,31,2018,"8/9/2018","03:29:56.000Z","camera",7567,7568,FALSE
"564",953,2812,0,"Ursus arctos","iSeeMammals",44.59809,-74.9386,8,26,33,2018,"8/26/2018","04:13:14.000Z","camera",7567,7568,FALSE
"565",955,2777,0,"Ursus arctos","iSeeMammals",44.18901,-75.66611,9,12,36,2018,"9/12/2018","19:12:20.000Z","camera",7567,7568,FALSE
"566",959,2816,0,"Ursus arctos","iSeeMammals",44.5981,-74.93858,9,22,37,2018,"9/22/2018","01:35:34.000Z","camera",7567,7568,FALSE
"567",964,2822,0,"Ursus arctos","iSeeMammals",44.60139,-74.93153,9,29,38,2018,"9/29/2018","23:21:38.000Z","camera",7567,7568,FALSE
"568",966,2823,0,"Ursus arctos","iSeeMammals",44.60206,-74.92933,10,13,40,2018,"10/13/2018","12:36:03.000Z","camera",7567,7568,FALSE
"569",967,2824,0,"Ursus arctos","iSeeMammals",44.6026,-74.92882,10,4,39,2018,"10/4/2018","00:17:23.000Z","camera",7567,7568,FALSE
"578",980,114,0,"Ursus arctos","iSeeMammals",41.17464,-74.10807,5,12,18,2017,"5/12/2017","20:22:27.000Z","one-off",7567,7568,FALSE
"579",985,495,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,1,17,2018,"5/1/2018","01:34:00.000Z","one-off",7572,7573,FALSE
"580",986,497,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,7,18,2018,"5/7/2018","03:38:47.000Z","one-off",7572,7573,FALSE
"581",988,1576,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,4,16,15,2017,"4/16/2017","21:57:49.000Z","one-off",7579,7580,FALSE
"582",989,750,0,"Ursus arctos","iSeeMammals",41.20596,-74.07096,8,24,33,2017,"8/24/2017","20:05:35.000Z"," ",7580,7581,FALSE
"583",990,771,0,"Ursus arctos","iSeeMammals",41.20596,-74.07096,9,26,38,2017,"9/26/2017","11:38:21.000Z","one-off",7580,7581,FALSE
"584",991,1395,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,1,21,2018,"6/1/2018","16:28:07.000Z"," ",7618,7619,FALSE
"585",992,2039,0,"Ursus arctos","iSeeMammals",41.8929,-74.37943,8,26,33,2018,"8/26/2018","13:29:58.832Z","one-off",7627,7628,FALSE
"586",993,1306,0,"Ursus arctos","iSeeMammals",41.25692,-74.12264,9,2,34,2017,"9/2/2017","19:56:23.000Z","one-off",7629,7630,FALSE
"587",994,1350,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,5,15,19,2018,"5/15/2018","13:35:11.000Z","one-off",7648,7649,FALSE
"588",995,1096,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,5,39,2017,"10/5/2017","21:00:43.000Z","one-off",7669,7670,FALSE
"589",996,214,0,"Ursus arctos","iSeeMammals",41.18647,-74.10286,9,16,36,2017,"9/16/2017","22:16:29.000Z","camera",7707,7708,FALSE
"590",1031,250,0,"Ursus arctos","iSeeMammals",41.18647,-74.10286,9,17,37,2017,"9/17/2017","14:08:35.000Z","one-off",7707,7708,FALSE
"591",1036,465,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,2,13,2018,"4/2/2018","02:19:47.000Z"," ",7742,7743,FALSE
"592",1037,492,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,1,17,2018,"5/1/2018","01:34:19.000Z","one-off",7757,7758,FALSE
"593",1038,316,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,6,15,23,2017,"6/15/2017","10:38:36.000Z","one-off",7764,7765,FALSE
"594",1039,1087,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,3,39,2017,"10/3/2017","18:12:58.000Z","one-off",7799,7800,FALSE
"595",1040,932,0,"Ursus arctos","iSeeMammals",41.21379,-74.09468,6,1,21,2017,"6/1/2017","18:58:39.000Z","hike",7815,7816,FALSE
"596",1041,990,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,20,37,2017,"9/20/2017","15:22:15.000Z","hike",7815,7816,FALSE
"597",1042,924,0,"Ursus arctos","iSeeMammals",41.21277,-74.11895,5,2,17,2018,"5/2/2018","00:51:08.000Z","hike",7815,7816,FALSE
"598",1044,962,0,"Ursus arctos","iSeeMammals",41.21889,-74.1814,4,21,15,2017,"4/21/2017","07:22:33.000Z","one-off",7815,7816,FALSE
"599",1045,966,0,"Ursus arctos","iSeeMammals",41.22052,-74.10408,5,22,20,2017,"5/22/2017","01:02:32.000Z","one-off",7815,7816,FALSE
"600",1046,980,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,10,36,2017,"9/10/2017","21:41:08.000Z","one-off",7815,7816,FALSE
"601",1052,1660,0,"Ursus arctos","iSeeMammals",41.32755,-73.9156,6,17,23,2017,"6/17/2017","18:39:13.000Z","one-off",7821,7822,FALSE
"602",1053,1154,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,10,3,39,2017,"10/3/2017","22:19:39.000Z"," ",7831,7832,FALSE
"603",1054,1420,0,"Ursus arctos","iSeeMammals",41.26662,-74.11006,6,2,21,2018,"6/2/2018","10:58:48.000Z","one-off",7840,7841,FALSE
"604",1055,845,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,11,36,2017,"9/11/2017","15:42:13.000Z"," ",7841,7842,FALSE
"605",1056,410,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,3,26,12,2018,"3/26/2018","04:59:25.000Z"," ",7844,7845,FALSE
"606",1057,2346,0,"Ursus arctos","iSeeMammals",42.22769,-75.89991,9,4,35,2017,"9/4/2017","22:30:13.000Z","one-off",7850,7851,FALSE
"607",1058,103,0,"Ursus arctos","iSeeMammals",41.17464,-74.10807,5,3,17,2017,"5/3/2017","15:51:35.000Z"," ",7853,7854,FALSE
"608",1059,593,0,"Ursus arctos","iSeeMammals",41.18998,-74.08103,11,16,45,2018,"11/16/2018","18:18:36.000Z","one-off",7911,7912,FALSE
"609",1060,1426,0,"Ursus arctos","iSeeMammals",41.26662,-74.11006,6,2,21,2018,"6/2/2018","11:04:53.000Z","one-off",7914,7915,FALSE
"610",1061,613,0,"Ursus arctos","iSeeMammals",41.20042,-74.17953,4,8,13,2018,"4/8/2018","14:19:49.000Z","one-off",7929,7930,FALSE
"611",1062,599,0,"Ursus arctos","iSeeMammals",41.18998,-74.08103,11,16,45,2018,"11/16/2018","20:37:06.000Z","one-off",7929,7930,FALSE
"612",1063,2206,0,"Ursus arctos","iSeeMammals",42.11013,-78.10775,9,28,38,2017,"9/28/2017","04:38:03.000Z","one-off",7939,7940,FALSE
"613",1064,1385,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,4,22,2018,"6/4/2018","12:24:44.000Z","one-off",7961,7962,FALSE
"614",1066,1782,0,"Ursus arctos","iSeeMammals",41.58285,-74.60511,9,19,37,2017,"9/19/2017","22:17:38.124Z","one-off",7991,7992,FALSE
"615",1067,1024,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,23,37,2017,"9/23/2017","17:25:01.000Z","one-off",7993,7994,FALSE
"616",1068,1089,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,3,39,2017,"10/3/2017","18:13:25.000Z","one-off",7994,7995,FALSE
"617",1069,252,0,"Ursus arctos","iSeeMammals",41.18647,-74.10286,9,16,36,2017,"9/16/2017","22:35:39.000Z"," ",8016,8017,FALSE
"618",1070,1025,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,20,37,2017,"9/20/2017","23:38:33.000Z","one-off",8032,8033,FALSE
"619",1071,1352,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,5,15,19,2018,"5/15/2018","13:35:06.000Z"," ",8039,8040,FALSE
"620",1072,211,0,"Ursus arctos","iSeeMammals",41.18604,-74.09248,6,22,24,2017,"6/22/2017","15:07:43.000Z"," ",8066,8067,FALSE
"621",1073,306,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,6,15,23,2017,"6/15/2017","23:26:05.000Z"," ",8066,8067,FALSE
"622",1078,253,0,"Ursus arctos","iSeeMammals",41.18647,-74.10286,9,17,37,2017,"9/17/2017","14:08:41.000Z","camera",8066,8067,FALSE
"623",1112,342,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,6,27,25,2017,"6/27/2017","09:44:58.000Z"," ",8093,8094,FALSE
"624",1113,1180,0,"Ursus arctos","iSeeMammals",41.24276,-74.07594,5,8,18,2017,"5/8/2017","02:53:03.000Z"," ",8096,8097,FALSE
"625",1114,1181,0,"Ursus arctos","iSeeMammals",41.24276,-74.07594,5,8,18,2017,"5/8/2017","21:13:52.000Z","one-off",8099,8100,FALSE
"626",1115,1187,0,"Ursus arctos","iSeeMammals",41.24276,-74.07594,10,3,39,2017,"10/3/2017","22:19:17.000Z","one-off",8099,8100,FALSE
"627",1116,1448,0,"Ursus arctos","iSeeMammals",41.26946,-74.10405,6,18,24,2018,"6/18/2018","14:40:20.000Z","one-off",8118,8119,FALSE
"628",1117,1052,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,1,39,2017,"10/1/2017","22:54:27.000Z","one-off",8125,8126,FALSE
"629",1119,920,0,"Ursus arctos","iSeeMammals",41.21277,-74.11895,5,2,17,2018,"5/2/2018","00:49:45.000Z","hike",8161,8162,FALSE
"630",1120,1150,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,10,3,39,2017,"10/3/2017","22:19:17.000Z","one-off",8168,8169,FALSE
"631",1121,843,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,9,35,2017,"9/9/2017","14:11:58.000Z"," ",8188,8189,FALSE
"632",1122,1068,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,1,39,2017,"10/1/2017","23:01:27.000Z","one-off",8204,8205,FALSE
"633",1123,517,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,28,16,2018,"4/28/2018","03:17:01.000Z","one-off",8234,8235,FALSE
"634",1124,508,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,10,18,2018,"5/10/2018","11:25:22.000Z","one-off",8234,8235,FALSE
"635",1126,513,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,15,19,2018,"5/15/2018","13:02:00.000Z","one-off",8234,8235,FALSE
"636",1127,1220,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,2,15,6,2018,"2/15/2018","22:32:54.000Z","one-off",8239,8240,FALSE
"637",1128,2213,0,"Ursus arctos","iSeeMammals",42.11639,-78.1929,7,22,28,2017,"7/22/2017","01:22:04.000Z","one-off",8249,8250,FALSE
"638",1130,2208,0,"Ursus arctos","iSeeMammals",42.11014,-78.1069,9,24,38,2017,"9/24/2017","10:50:20.000Z","one-off",8249,8250,FALSE
"639",1132,522,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,30,17,2018,"4/30/2018","02:54:29.000Z"," ",8279,8280,FALSE
"640",1133,1313,0,"Ursus arctos","iSeeMammals",41.25692,-74.12264,9,21,37,2017,"9/21/2017","19:41:36.000Z"," ",8310,8311,FALSE
"641",1134,2806,0,"Ursus arctos","iSeeMammals",44.44743,-75.06096,11,17,45,2018,"11/17/2018","13:35:19.000Z","one-off",8328,8329,FALSE
"642",1135,443,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:47:34.000Z","one-off",8335,8336,FALSE
"643",1136,466,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,2,13,2018,"4/2/2018","02:19:45.000Z","one-off",8343,8344,FALSE
"644",1137,1513,0,"Ursus arctos","iSeeMammals",41.2877,-74.07795,4,5,13,2018,"4/5/2018","22:56:22.000Z","one-off",8365,8366,FALSE
